,layers,layers_config,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
287,[256],"[(256, 'relu')]",0.99,256,0.1,0.001,3.2068,0.1964,19
288,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,512,0.1,0.01,3.2069,0.1419,39
289,[256],"[(256, 'relu')]",0.995,256,0.1,0.01,3.2093,0.2858,23
290,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,256,0.1,0.01,3.2093,0.1673,24
291,[256],"[(256, 'relu')]",0.97,512,0.1,0.01,3.213,0.3719,17
292,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,64,0.01,0.001,3.214,0.5548,14
293,[1024],"[(1024, 'relu')]",0.995,256,0.1,0.001,3.2174,0.2622,17
294,[128],"[(128, 'relu')]",0.995,256,0.1,0.01,3.2217,0.2502,24
295,[1024],"[(1024, 'relu')]",0.99,512,0.1,0.001,3.226,0.344,16
296,[512],"[(512, 'relu')]",0.995,512,0.1,0.01,3.2275,0.2623,15
297,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,512,0.1,0.01,3.2292,0.1933,48
298,[1024],"[(1024, 'relu')]",0.97,512,0.1,0.01,3.2362,0.3317,22
299,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,64,0.01,0.001,3.2451,0.5491,14
300,[256],"[(256, 'relu')]",0.995,512,0.1,0.01,3.2464,0.2835,22
301,[512],"[(512, 'relu')]",0.99,256,0.1,0.001,3.2491,0.2889,25
302,[512],"[(512, 'relu')]",0.97,256,0.1,0.001,3.2524,0.3408,20
303,[1024],"[(1024, 'relu')]",0.99,256,0.1,0.01,3.2619,0.2951,23
304,[128],"[(128, 'relu')]",0.995,512,0.1,0.01,3.2699,0.2951,29
305,[128],"[(128, 'relu')]",0.99,512,0.1,0.001,3.2774,0.3179,27
306,[256],"[(256, 'relu')]",0.99,256,0.1,0.01,3.287,0.2496,25
307,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,256,0.1,0.001,3.2942,0.1175,23
308,[128],"[(128, 'relu')]",0.97,256,0.1,0.001,3.2946,0.32,20
309,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,512,0.1,0.001,3.3002,0.1406,34
310,[256],"[(256, 'relu')]",0.97,256,0.1,0.01,3.3021,0.3133,27
311,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,64,0.1,0.1,3.3039,0.051,35
312,[256],"[(256, 'relu')]",0.99,512,0.1,0.01,3.3148,0.2782,21
313,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,256,0.1,0.01,3.3157,0.1035,26
314,[512],"[(512, 'relu')]",0.99,512,0.1,0.001,3.3163,0.3273,26
315,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,512,0.1,0.01,3.318,0.169,22
316,[128],"[(128, 'relu')]",0.99,256,0.1,0.001,3.3185,0.2442,18
317,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,512,0.1,0.01,3.3245,0.1172,27
318,[128],"[(128, 'relu')]",0.99,512,0.1,0.01,3.326,0.2731,16
319,[1024],"[(1024, 'relu')]",0.97,64,0.1,0.01,3.328,0.2171,28
320,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,256,0.1,0.01,3.3303,0.0734,22
321,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,512,0.1,0.001,3.3343,0.1253,25
322,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,256,0.1,0.01,3.3359,0.104,44
323,[128],"[(128, 'relu')]",0.995,512,0.1,0.001,3.3477,0.2862,21
324,[128],"[(128, 'relu')]",0.99,256,0.1,0.01,3.3517,0.2153,23
325,[512],"[(512, 'relu')]",0.99,256,0.1,0.01,3.3552,0.3265,19
326,[1024],"[(1024, 'relu')]",0.99,256,0.1,0.001,3.357,0.3256,21
327,[512],"[(512, 'relu')]",0.995,512,0.1,0.001,3.3644,0.3673,25
328,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,256,0.1,0.001,3.3821,0.116,36
329,[1024],"[(1024, 'relu')]",0.97,256,0.1,0.001,3.3887,0.3106,21
330,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,64,0.1,0.1,3.3987,0.0426,22
331,[1024],"[(1024, 'relu')]",0.99,512,0.1,0.01,3.4004,0.3595,27
332,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,512,0.1,0.01,3.4014,0.1861,40
333,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,256,0.1,0.001,3.4065,0.1387,41
334,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,256,0.1,0.01,3.4098,0.1217,30
335,[128],"[(128, 'relu')]",0.97,512,0.1,0.001,3.4113,0.2404,18
336,[1024],"[(1024, 'relu')]",0.995,512,0.1,0.001,3.423,0.2945,22
337,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,512,0.1,0.001,3.4266,0.1386,33
338,[512],"[(512, 'relu')]",0.97,512,0.1,0.001,3.4266,0.3236,20
339,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,512,0.1,0.001,3.4323,0.084,59
340,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,64,0.1,0.01,3.4337,0.0538,29
341,[512],"[(512, 'relu')]",0.995,256,0.1,0.01,3.4437,0.2566,19
342,[1024],"[(1024, 'relu')]",0.97,64,0.1,0.001,3.4463,0.1852,33
343,[128],"[(128, 'relu')]",0.995,256,0.1,0.001,3.4489,0.1947,21
344,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,256,0.1,0.01,3.4637,0.1717,46
345,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,256,0.1,0.01,3.4651,0.087,38
346,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,256,0.1,0.01,3.4674,0.1514,27
347,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,256,0.1,0.01,3.4736,0.0692,63
348,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,512,0.1,0.01,3.4971,0.1198,67
349,[1024],"[(1024, 'relu')]",0.97,256,0.1,0.01,3.5117,0.3438,24
350,[512],"[(512, 'relu')]",0.995,256,0.1,0.001,3.5149,0.2511,24
351,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,256,0.1,0.001,3.5165,0.0931,31
352,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,64,0.1,0.01,3.5172,0.0256,14
353,[256],"[(256, 'relu')]",0.995,256,0.1,0.001,3.5254,0.231,22
354,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,256,0.1,0.001,3.5303,0.05,48
355,[256],"[(256, 'relu')]",0.97,64,0.1,0.001,3.5339,0.1375,37
356,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,512,0.1,0.001,3.5509,0.1267,31
357,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,512,0.1,0.001,3.5519,0.1245,38
358,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,512,0.1,0.001,3.5579,0.1472,54
359,[512],"[(512, 'relu')]",0.97,64,0.1,0.01,3.5603,0.1122,28
360,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,64,0.1,0.1,3.5665,0.0161,17
361,[512],"[(512, 'relu')]",0.97,64,0.1,0.001,3.5693,0.1461,34
362,[512],"[(512, 'relu')]",0.99,64,0.1,0.01,3.578,0.1162,18
363,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,64,0.1,0.1,3.5812,0.0149,51
364,[256],"[(256, 'relu')]",0.995,64,0.1,0.01,3.5899,0.1142,14
365,[512],"[(512, 'relu')]",0.995,64,0.1,0.1,3.5903,0.0761,12
366,[1024],"[(1024, 'relu')]",0.99,64,0.1,0.001,3.5927,0.1481,20
367,[128],"[(128, 'relu')]",0.97,64,0.1,0.01,3.5997,0.0928,68
368,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,64,0.1,0.01,3.6059,0.01,13
369,[128],"[(128, 'relu')]",0.995,64,0.1,0.1,3.6171,0.0509,13
370,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,512,0.1,0.001,3.6177,0.1243,40
371,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,256,0.1,0.001,3.6199,0.0447,41
372,[1024],"[(1024, 'relu')]",0.995,64,0.1,0.01,3.6207,0.1054,24
373,[512],"[(512, 'relu')]",0.99,64,0.1,0.001,3.6251,0.1068,12
374,[512],"[(512, 'relu')]",0.99,64,0.1,0.1,3.6263,0.0329,20
375,[128],"[(128, 'relu')]",0.99,64,0.1,0.001,3.6276,0.0921,26
376,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,64,0.1,0.1,3.6333,0.0059,40
377,[256],"[(256, 'relu')]",0.99,64,0.1,0.1,3.6392,0.0563,12
378,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,512,0.1,0.001,3.647,0.0688,39
379,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,512,0.1,0.01,3.6479,0.0439,23
380,[1024],"[(1024, 'relu')]",0.99,64,0.1,0.1,3.6508,0.072,12
381,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,64,0.1,0.1,3.6713,0.0094,27
382,[512],"[(512, 'relu')]",0.995,64,0.1,0.01,3.6782,0.0797,20
383,[256],"[(256, 'relu')]",0.99,64,0.1,0.001,3.6845,0.079,32
384,[1024],"[(1024, 'relu')]",0.995,64,0.1,0.001,3.6917,0.0728,24
385,[128],"[(128, 'relu')]",0.97,64,0.1,0.001,3.6929,0.077,12
386,[256],"[(256, 'relu')]",0.995,64,0.1,0.001,3.6942,0.0932,18
387,[256],"[(256, 'relu')]",0.97,64,0.1,0.01,3.6976,0.115,44
388,[1024],"[(1024, 'relu')]",0.995,64,0.1,0.1,3.6984,0.0386,14
389,[256],"[(256, 'relu')]",0.995,64,0.1,0.1,3.7076,0.037,16
390,[128],"[(128, 'relu')]",0.99,64,0.1,0.01,3.7086,0.0683,13
391,[256],"[(256, 'relu')]",0.99,64,0.1,0.01,3.7192,0.0602,14
392,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,64,0.1,0.001,3.7266,0.0109,19
393,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,256,0.1,0.001,3.7352,0.0485,42
394,[128],"[(128, 'relu')]",0.99,64,0.1,0.1,3.748,0.0417,15
395,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,256,0.1,0.001,3.7502,0.0568,24
396,[512],"[(512, 'relu')]",0.995,64,0.1,0.001,3.7548,0.0649,21
397,[128],"[(128, 'relu')]",0.995,64,0.1,0.01,3.7772,0.0415,13
398,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,512,0.1,0.001,3.7786,0.0538,20
399,[128],"[(128, 'relu')]",0.995,64,0.1,0.001,3.7857,0.0742,17
400,[1024],"[(1024, 'relu')]",0.99,64,0.1,0.01,3.7962,0.0728,16
401,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,512,0.1,0.01,3.8004,0.0276,32
402,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,64,0.1,0.001,3.8235,0.0257,25
403,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,512,0.1,0.01,3.8538,0.017,18
404,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,64,0.1,0.01,3.8629,0.0142,15
405,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,512,0.1,0.001,3.8685,0.0146,22
406,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,64,0.1,0.001,3.8736,0.0265,18
407,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,64,0.1,0.001,3.8765,0.0144,15
408,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,256,0.1,0.01,3.88,0.0137,31
409,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,64,0.1,0.001,3.8982,0.0145,12
410,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,64,0.1,0.001,3.8995,0.0079,13
411,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,256,0.1,0.1,3.9037,0.0007,14
412,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,256,0.1,0.001,3.9038,0.0009,14
413,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,512,0.1,0.001,3.9052,0.0007,43
414,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,512,0.1,0.1,3.9053,0.0007,30
415,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,64,0.1,0.001,3.9061,0.0009,29
416,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,64,0.1,0.1,3.9068,0.001,12
417,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,64,0.1,0.01,3.9072,0.0007,22
418,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,64,0.1,0.1,3.908,0.0007,13
419,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,64,0.1,0.01,3.9083,0.0007,17
420,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,64,0.1,0.01,3.9083,0.0009,11
421,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,64,0.1,0.001,3.9084,0.0008,12
422,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,64,0.1,0.1,3.9088,0.0007,13
423,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,64,0.1,0.01,3.9088,0.0009,21
424,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,64,0.1,0.01,3.9111,0.0009,12
425,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,64,0.1,0.001,3.9139,0.0048,15
426,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,64,0.1,0.01,3.9141,0.0007,11
427,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,64,0.1,0.001,3.9149,0.0007,11
428,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,64,0.1,0.001,3.9155,0.0007,13
429,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,64,0.1,0.01,3.9163,0.0008,23
430,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,64,0.1,0.1,3.9172,0.0008,11
431,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,64,0.1,0.01,3.9172,0.001,12
432,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,64,0.1,0.001,3.92,0.0007,13
