,layers,layers_config,dropout,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
527,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.999,512,0.01,0.001,1.7558,0.618,62
528,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.999,258,0.01,0.1,1.756,0.6495,15
529,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.96,258,0.01,0.001,1.756,0.6405,28
530,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.975,512,0.01,0.001,1.7565,0.6374,18
531,[512],"[(512, 'silu')]",0.1,0.96,258,0.01,0.001,1.7574,0.6831,13
532,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.3,0.999,258,0.01,0.001,1.7596,0.6292,20
533,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.96,512,0.01,0.1,1.76,0.6582,19
534,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.975,258,0.01,0.01,1.7622,0.6317,14
535,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.96,512,0.01,0.001,1.763,0.6207,19
536,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.3,0.975,258,0.01,0.001,1.7633,0.6124,20
537,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.999,512,0.01,0.01,1.7658,0.6647,21
538,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.96,512,0.01,0.01,1.7671,0.6329,21
539,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.975,258,0.01,0.1,1.7672,0.6352,16
540,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.5,0.999,258,0.01,0.001,1.7724,0.6042,55
541,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.5,0.975,258,0.01,0.001,1.778,0.5867,50
542,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.975,512,0.01,0.01,1.7804,0.6414,17
543,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.999,512,0.01,0.001,1.783,0.6416,20
544,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.999,258,0.01,0.001,1.7858,0.6261,15
545,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.3,0.975,258,0.01,0.01,1.7884,0.6428,26
546,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.01,1.7938,0.6497,22
547,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.975,512,0.01,0.001,1.7943,0.6267,17
548,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.999,258,0.01,0.1,1.7957,0.6452,17
549,[256],"[(256, 'silu')]",0.1,0.975,258,0.01,0.01,1.7972,0.6634,14
550,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.001,1.7994,0.6317,18
551,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,512,0.01,0.001,1.8035,0.6415,19
552,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,512,0.01,0.01,1.8068,0.6271,21
553,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.1,1.8093,0.6564,16
554,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.96,512,0.01,0.001,1.8123,0.6409,21
555,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.001,1.8188,0.6323,19
556,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.999,512,0.01,0.01,1.82,0.6646,22
557,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.999,258,0.01,0.001,1.83,0.6252,15
558,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.001,1.8323,0.6359,19
559,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.999,258,0.01,0.01,1.8329,0.6434,16
560,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.01,1.8336,0.6262,17
561,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.975,512,0.01,0.01,1.838,0.6544,20
562,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.001,1.8415,0.6458,18
563,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.3,0.975,258,0.01,0.001,1.8499,0.639,33
564,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.96,512,0.01,0.001,1.8559,0.614,17
565,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.001,1.8575,0.6367,18
566,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.1,1.8582,0.6248,15
567,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.001,1.8618,0.6473,16
568,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.96,258,0.01,0.1,1.8636,0.6319,15
569,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.001,1.8654,0.6265,18
570,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.96,512,0.01,0.01,1.8694,0.6215,17
571,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.1,1.8695,0.6415,19
572,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.01,1.8719,0.6479,21
573,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.999,258,0.01,0.01,1.8836,0.6474,19
574,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.96,258,0.01,0.01,1.8898,0.6506,15
575,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.999,512,0.01,0.001,1.8901,0.6463,18
576,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.999,512,0.01,0.01,1.8985,0.632,22
577,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.01,1.9061,0.6286,17
578,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.975,258,0.01,0.001,1.9077,0.6283,16
579,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.999,258,0.01,0.01,1.9155,0.6226,17
580,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.001,1.923,0.6445,16
581,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.96,258,0.01,0.01,1.9242,0.6453,17
582,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.96,512,0.01,0.01,1.9382,0.6257,21
583,[256→64],"[(256, 'gelu'), (64, 'silu')]",0.1,0.96,258,0.01,0.001,1.9399,0.6247,15
584,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.999,258,0.01,0.001,1.9419,0.6281,15
585,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.01,1.9474,0.6451,16
586,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.999,258,0.01,0.001,1.9488,0.66,16
587,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.001,1.9515,0.6377,19
588,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.96,258,0.01,0.001,1.9897,0.6393,17
589,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.999,258,0.01,0.01,2.012,0.6111,16
590,[256→64],"[(256, 'silu'), (64, 'gelu')]",0.1,0.975,258,0.01,0.01,2.0134,0.6248,15
591,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,512,0.01,0.01,2.0164,0.6334,21
592,[256→64],"[(256, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.01,2.0357,0.6162,16
593,[512→64],"[(512, 'silu'), (64, 'leaky_relu')]",0.1,0.975,258,0.01,0.01,2.1325,0.6406,17
594,[512→64],"[(512, 'silu'), (64, 'gelu')]",0.1,0.999,258,0.01,0.001,2.139,0.6115,19
