,layers,layers_config,gamma,batch_size,lr,weight_decay,val_loss,val_f1_macro,epochs_trained
24,[256],"[(256, 'relu')]",0.995,256,0.01,0.1,1.5668,0.6612,15
25,[1024],"[(1024, 'relu')]",0.97,256,0.01,0.001,1.5668,0.6985,14
26,[1024],"[(1024, 'relu')]",0.97,256,0.01,0.01,1.567,0.6856,15
27,[512],"[(512, 'relu')]",0.97,256,0.01,0.001,1.5676,0.6901,14
28,[256],"[(256, 'relu')]",0.99,256,0.01,0.1,1.5741,0.6712,15
29,[512],"[(512, 'relu')]",0.99,512,0.01,0.1,1.5747,0.6721,16
30,[512],"[(512, 'relu')]",0.97,512,0.01,0.01,1.5768,0.6825,16
31,[1024],"[(1024, 'relu')]",0.99,256,0.01,0.01,1.5821,0.6961,14
32,[512],"[(512, 'relu')]",0.97,512,0.01,0.001,1.5852,0.6606,16
33,[512],"[(512, 'relu')]",0.99,512,0.01,0.001,1.5856,0.6723,15
34,[1024],"[(1024, 'relu')]",0.97,64,0.01,0.01,1.5914,0.7053,12
35,[1024],"[(1024, 'relu')]",0.99,64,0.01,0.1,1.601,0.6734,12
36,[1024],"[(1024, 'relu')]",0.995,256,0.01,0.001,1.6012,0.6836,13
37,[1024],"[(1024, 'relu')]",0.995,256,0.01,0.01,1.6026,0.6852,14
38,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,64,0.01,0.1,1.607,0.6907,15
39,[512],"[(512, 'relu')]",0.995,512,0.01,0.01,1.6096,0.678,16
40,[128],"[(128, 'relu')]",0.97,64,0.01,0.1,1.6104,0.6545,16
41,[512],"[(512, 'relu')]",0.99,256,0.01,0.001,1.615,0.6849,15
42,[1024],"[(1024, 'relu')]",0.995,512,0.01,0.001,1.6205,0.6774,16
43,[512],"[(512, 'relu')]",0.995,256,0.01,0.01,1.6205,0.687,14
44,[512],"[(512, 'relu')]",0.99,64,0.01,0.1,1.6249,0.6517,12
45,[128],"[(128, 'relu')]",0.995,64,0.01,0.1,1.6256,0.6515,14
46,[256],"[(256, 'relu')]",0.99,512,0.01,0.01,1.6381,0.6623,16
47,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,512,0.01,0.1,1.6382,0.6652,21
48,[512],"[(512, 'relu')]",0.995,512,0.01,0.001,1.6437,0.6693,15
49,[256],"[(256, 'relu')]",0.97,512,0.01,0.01,1.6533,0.6653,17
50,[256],"[(256, 'relu')]",0.995,512,0.01,0.1,1.655,0.6573,19
51,[512],"[(512, 'relu')]",0.995,256,0.01,0.001,1.6559,0.6627,14
52,[256],"[(256, 'relu')]",0.97,512,0.01,0.001,1.6575,0.6509,15
53,[256],"[(256, 'relu')]",0.99,512,0.01,0.1,1.6593,0.6567,18
54,[256],"[(256, 'relu')]",0.995,512,0.01,0.001,1.6629,0.6597,16
55,[512],"[(512, 'relu')]",0.99,512,0.01,0.01,1.6646,0.6797,17
56,[512],"[(512, 'relu')]",0.99,256,0.01,0.01,1.6674,0.6867,14
57,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,512,0.01,0.1,1.674,0.671,19
58,[128],"[(128, 'relu')]",0.99,256,0.01,0.1,1.6742,0.6276,16
59,[128],"[(128, 'relu')]",0.97,256,0.01,0.1,1.6747,0.6484,16
60,[256],"[(256, 'relu')]",0.99,256,0.01,0.001,1.6835,0.6522,13
61,[256],"[(256, 'relu')]",0.97,256,0.01,0.01,1.6902,0.6583,17
62,[128],"[(128, 'relu')]",0.995,512,0.01,0.1,1.7096,0.6327,17
63,[128],"[(128, 'relu')]",0.995,512,0.01,0.001,1.7164,0.6571,17
64,[256],"[(256, 'relu')]",0.995,256,0.01,0.001,1.7218,0.6698,16
65,[128],"[(128, 'relu')]",0.995,256,0.01,0.1,1.7293,0.6473,16
66,[256],"[(256, 'relu')]",0.99,512,0.01,0.001,1.7315,0.6626,18
67,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,64,0.01,0.1,1.7349,0.6609,15
68,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,512,0.01,0.1,1.7355,0.6608,19
69,[128],"[(128, 'relu')]",0.97,512,0.01,0.1,1.7381,0.6284,22
70,[256],"[(256, 'relu')]",0.97,256,0.01,0.001,1.7392,0.665,17
71,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,64,0.01,0.1,1.7402,0.6582,15
72,[128],"[(128, 'relu')]",0.97,256,0.01,0.01,1.7472,0.6453,15
73,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,256,0.01,0.1,1.7487,0.6681,15
74,[128],"[(128, 'relu')]",0.99,64,0.01,0.1,1.75,0.6546,13
75,[256],"[(256, 'relu')]",0.995,512,0.01,0.01,1.7503,0.6682,18
76,[128],"[(128, 'relu')]",0.99,512,0.01,0.01,1.751,0.6367,17
77,[256],"[(256, 'relu')]",0.99,256,0.01,0.01,1.7572,0.6675,15
78,[256],"[(256, 'relu')]",0.995,256,0.01,0.01,1.7586,0.6647,14
79,[128],"[(128, 'relu')]",0.97,512,0.01,0.001,1.7595,0.6254,19
80,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,256,0.01,0.1,1.7606,0.6738,15
81,[1024],"[(1024, 'relu')]",0.97,64,0.01,0.001,1.7629,0.6852,13
82,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,512,0.01,0.1,1.7731,0.6593,16
83,[128],"[(128, 'relu')]",0.97,512,0.01,0.01,1.7733,0.6322,19
84,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,512,0.01,0.01,1.7742,0.6582,19
85,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,64,0.01,0.1,1.7762,0.6332,14
86,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,512,0.01,0.01,1.7892,0.6566,18
87,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,256,0.01,0.1,1.7908,0.6622,16
88,[128],"[(128, 'relu')]",0.99,256,0.01,0.01,1.7942,0.6326,14
89,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,256,0.01,0.1,1.8054,0.6325,16
90,[128],"[(128, 'relu')]",0.99,512,0.01,0.001,1.8054,0.6219,16
91,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,512,0.01,0.001,1.8058,0.6566,17
92,[512],"[(512, 'relu')]",0.97,64,0.01,0.01,1.8074,0.686,12
93,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,512,0.01,0.1,1.8135,0.6547,16
94,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,256,0.01,0.1,1.8161,0.6167,14
95,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,512,0.01,0.01,1.8259,0.6557,17
96,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,512,0.01,0.001,1.8331,0.6501,20
97,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,256,0.01,0.1,1.8405,0.627,14
98,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,256,0.01,0.1,1.8437,0.6646,14
99,[128],"[(128, 'relu')]",0.99,512,0.01,0.1,1.8462,0.6131,19
100,[128],"[(128, 'relu')]",0.99,256,0.01,0.001,1.8508,0.6434,14
101,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,512,0.01,0.1,1.8512,0.6328,18
102,[256],"[(256, 'relu')]",0.99,64,0.01,0.1,1.8525,0.6772,28
103,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,64,0.01,0.1,1.8576,0.612,15
104,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,256,0.01,0.001,1.8586,0.6742,15
105,[512→128],"[(512, 'relu'), (128, 'relu')]",0.97,256,0.01,0.01,1.8589,0.6757,14
106,[256],"[(256, 'relu')]",0.97,64,0.01,0.01,1.8627,0.6574,13
107,[128],"[(128, 'relu')]",0.995,512,0.01,0.01,1.869,0.6215,18
108,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,512,0.01,0.1,1.8706,0.6212,21
109,[512],"[(512, 'relu')]",0.97,64,0.01,0.001,1.8757,0.6727,13
110,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,512,0.01,0.001,1.8786,0.6656,17
111,[128],"[(128, 'relu')]",0.995,256,0.01,0.001,1.8811,0.6363,15
112,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,64,0.01,0.1,1.8839,0.6258,13
113,[512],"[(512, 'relu')]",0.995,64,0.01,0.1,1.8865,0.6432,27
114,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,512,0.01,0.01,1.8878,0.6512,19
115,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,512,0.01,0.01,1.8996,0.6399,18
116,[512],"[(512, 'relu')]",0.99,64,0.01,0.01,1.9005,0.6681,13
117,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,512,0.01,0.001,1.9032,0.64,18
118,[256],"[(256, 'relu')]",0.97,64,0.01,0.001,1.9042,0.6748,14
119,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,512,0.01,0.01,1.9117,0.6148,18
120,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,256,0.01,0.01,1.913,0.6748,16
121,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,512,0.01,0.1,1.9149,0.5995,19
122,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,64,0.01,0.1,1.9325,0.6177,14
123,[256],"[(256, 'relu')]",0.995,64,0.01,0.01,1.9334,0.6384,12
124,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,256,0.01,0.01,1.9359,0.6433,16
125,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,512,0.01,0.001,1.941,0.64,18
126,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,512,0.01,0.001,1.9504,0.6541,18
127,[128→64],"[(128, 'relu'), (64, 'relu')]",0.97,256,0.01,0.1,1.9513,0.6123,17
128,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,256,0.01,0.01,1.9562,0.6489,15
129,[1024],"[(1024, 'relu')]",0.995,64,0.01,0.001,1.9612,0.6613,12
130,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,64,0.01,0.1,1.9621,0.6135,14
131,[256→64],"[(256, 'relu'), (64, 'relu')]",0.97,512,0.01,0.001,1.9675,0.6197,18
132,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,512,0.01,0.001,1.9698,0.6605,17
133,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,512,0.01,0.01,1.9728,0.6626,18
134,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.97,256,0.01,0.001,1.973,0.6471,15
135,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,64,0.01,0.1,1.9764,0.6445,14
136,[256→64],"[(256, 'relu'), (64, 'relu')]",0.99,512,0.01,0.1,1.9787,0.6239,19
137,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.99,256,0.01,0.1,1.9787,0.6387,16
138,[128],"[(128, 'relu')]",0.995,256,0.01,0.01,1.9788,0.6354,18
139,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,256,0.01,0.1,1.9838,0.6115,17
140,[128],"[(128, 'relu')]",0.97,256,0.01,0.001,1.9845,0.628,15
141,[128],"[(128, 'relu')]",0.97,64,0.01,0.01,1.9905,0.6466,13
142,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,64,0.01,0.1,1.9931,0.6151,15
143,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,512,0.01,0.1,1.9985,0.6107,17
144,[256],"[(256, 'relu')]",0.99,64,0.01,0.01,2.001,0.6614,14
145,[256],"[(256, 'relu')]",0.995,64,0.01,0.1,2.0056,0.6532,23
146,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,512,0.01,0.01,2.0085,0.5957,17
147,[512],"[(512, 'relu')]",0.99,64,0.01,0.001,2.0103,0.6652,12
148,[256→64],"[(256, 'relu'), (64, 'relu')]",0.995,64,0.01,0.1,2.0279,0.6006,14
149,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,512,0.01,0.01,2.0289,0.6032,16
150,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,512,0.01,0.1,2.029,0.6065,18
151,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,256,0.01,0.001,2.0294,0.6683,15
152,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,512,0.01,0.001,2.0335,0.6113,17
153,[512→128],"[(512, 'relu'), (128, 'relu')]",0.995,256,0.01,0.01,2.0343,0.6601,15
154,[128→64],"[(128, 'relu'), (64, 'relu')]",0.99,256,0.01,0.1,2.0351,0.6248,18
155,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,512,0.01,0.01,2.043,0.6487,20
156,[128→64],"[(128, 'relu'), (64, 'relu')]",0.995,256,0.01,0.1,2.0525,0.6029,15
157,[1024→128],"[(1024, 'relu'), (128, 'relu')]",0.995,256,0.01,0.001,2.063,0.6424,15
158,[256],"[(256, 'relu')]",0.99,64,0.01,0.001,2.0654,0.6695,13
159,[128],"[(128, 'relu')]",0.97,64,0.01,0.001,2.0672,0.64,14
160,[512→128],"[(512, 'relu'), (128, 'relu')]",0.99,256,0.01,0.01,2.0706,0.651,15
